kg_id,kg_name,conceptualization_label,element_uri,element_kind,namespace,local_name,normalized_local_name,preferred_label,normalized_label,label_count,has_label,comment_count,has_comment,normalized_local_name_char_count,normalized_local_name_token_count,normalized_label_char_count,normalized_label_token_count,label_local_name_exact_match,label_local_name_similarity,label_contains_punctuation,label_contains_digit,label_is_html_like,sampled_usage_triple_count,sampled_literal_object_count,sampled_resource_object_count,sampled_usage_inferred_kind,nearest_neighbor_uri,nearest_neighbor_label,nearest_neighbor_similarity
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/delete,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,delete,delete,Delete,delete,1,True,0,False,6,1,6,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/quote,Quote,0.04991191933610186
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/disambig,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,disambig,disambig,Disambig,disambig,1,True,0,False,8,1,8,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/actor,Actor,0.0
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/documentary,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,documentary,documentary,Documentary,documentary,1,True,0,False,11,1,11,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/event,Event,0.04147384062622028
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/dvd,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,dvd,dvd,DVD,dvd,1,True,0,False,3,1,3,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/actor,Actor,0.0
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/episode,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,episode,episode,Episode,episode,1,True,0,False,7,1,7,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/actor,Actor,0.0
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/event,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,event,event,Event,event,1,True,0,False,5,1,5,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/documentary,Documentary,0.04147384062622028
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/expand,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,expand,expand,Expand,expand,1,True,0,False,6,1,6,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/col-end,Col-end,0.06784140117646517
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/filmmaker,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,filmmaker,filmmaker,Filmmaker,filmmaker,1,True,0,False,9,1,9,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/character,Character,0.02199808501182454
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/game,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,game,game,Game,game,1,True,0,False,4,1,4,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/actor,Actor,0.0
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/google+,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,google+,google,Google+,google,1,True,0,False,6,1,6,1,True,1.0,True,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/vehicle,Vehicle,0.03886849007800148
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/guidebook,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,guidebook,guidebook,Guidebook,guidebook,1,True,0,False,9,1,9,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/book,Book,0.3864795352920298
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/imageless,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,imageless,imageless,Imageless,imageless,1,True,0,False,9,1,9,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/delete,Delete,0.04539817075647056
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/imdb,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,imdb,imdb,IMDb,imdb,1,True,0,False,4,1,4,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/imageless,Imageless,0.04495276708634956
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/instagram,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,instagram,instagram,Instagram,instagram,1,True,0,False,9,1,9,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/actor,Actor,0.0
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/item,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,item,item,Item,item,1,True,0,False,4,1,4,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/rewrite,Rewrite,0.059686275534696485
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/linkedin,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,linkedin,linkedin,Linkedin,linkedin,1,True,0,False,8,1,8,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/timeline,Timeline,0.03647977180983337
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/location,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,location,location,Location,location,1,True,0,False,8,1,8,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/organization,Organization,0.1924673440713759
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/magazine,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,magazine,magazine,Magazine,magazine,1,True,0,False,8,1,8,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/timeline,Timeline,0.123786904378784
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/marvel,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,marvel,marvel,Marvel,marvel,1,True,0,False,6,1,6,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/magazine,Magazine,0.03666537126990961
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/movie,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,movie,movie,Movie,movie,1,True,0,False,5,1,5,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/actor,Actor,0.0
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/music,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,music,music,Music,music,1,True,0,False,5,1,5,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/comic,Comic,0.06424650638438804
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/one-shot,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,one-shot,one shot,One-Shot,one shot,1,True,0,False,8,2,8,2,True,1.0,True,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/phase_one,Phase One,0.33150167839664085
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/organization,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,organization,organization,Organization,organization,1,True,0,False,12,1,12,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/location,Location,0.1924673440713759
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/otheruses,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,otheruses,otheruses,Otheruses,otheruses,1,True,0,False,9,1,9,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/web_series,Web Series,0.02103790952957644
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/phase,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,phase,phase,Phase,phase,1,True,0,False,5,1,5,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/phase_one,Phase One,0.8273822588075225
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/phase_one,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,phase_one,phase one,Phase One,phase one,1,True,0,False,9,2,9,2,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/phase,Phase,0.8273822588075225
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/project,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,project,project,Project,project,1,True,0,False,7,1,7,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/section,Section,0.04714152903908932
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/quote,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,quote,quote,Quote,quote,1,True,0,False,5,1,5,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/delete,Delete,0.04991191933610186
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/race,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,race,race,Race,race,1,True,0,False,4,1,4,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/character,Character,0.0525358692443554
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/reflist,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,reflist,reflist,Reflist,reflist,1,True,0,False,7,1,7,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/conflict,Conflict,0.04768416868154782
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/rewrite,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,rewrite,rewrite,Rewrite,rewrite,1,True,0,False,7,1,7,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/item,Item,0.059686275534696485
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/season,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,season,season,Season,season,1,True,0,False,6,1,6,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/section,Section,0.07936200394570778
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/section,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,section,section,Section,section,1,True,0,False,7,1,7,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/location,Location,0.17267153428833956
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/song,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,song,song,Song,song,1,True,0,False,4,1,4,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/season,Season,0.0747974482921725
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/soundtrack,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,soundtrack,soundtrack,Soundtrack,soundtrack,1,True,0,False,10,1,10,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/song,Song,0.05449690366790473
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/stub,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,stub,stub,Stub,stub,1,True,0,False,4,1,4,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/youtube,YouTube,0.07588020004627331
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/timeline,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,timeline,timeline,Timeline,timeline,1,True,0,False,8,1,8,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/magazine,Magazine,0.123786904378784
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/tv,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,tv,tv,TV,tv,1,True,0,False,2,1,2,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/actor,Actor,0.0
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/twitter,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,twitter,twitter,Twitter,twitter,1,True,0,False,7,1,7,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/character,Character,0.09541330521123467
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/vehicle,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,vehicle,vehicle,Vehicle,vehicle,1,True,0,False,7,1,7,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/clear,Clear,0.05700838700145041
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/war,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,war,war,War,war,1,True,0,False,3,1,3,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/clear,Clear,0.09296057100734327
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/web_series,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,web_series,web series,Web Series,web series,1,True,0,False,10,2,10,2,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/section,Section,0.04645059317976287
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/wp,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,wp,wp,WP,wp,1,True,0,False,2,1,2,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/wps,WPS,0.1899627724911909
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/wps,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,wps,wps,WPS,wps,1,True,0,False,3,1,3,1,True,1.0,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/wp,WP,0.1899627724911909
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/youtube,class,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/,youtube,youtube,YouTube,you tube,1,True,0,False,7,1,8,2,False,0.9333333333333333,False,False,False,0,0,0,,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/stub,Stub,0.07588020004627331
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/%23,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,#,,#,,1,True,0,False,0,0,0,0,False,,True,False,False,0,0,0,unobserved,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/actor,actor,0.0
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/actor,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,actor,actor,actor,actor,1,True,0,False,5,1,5,1,True,1.0,False,False,False,5,0,5,resource_only_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/voiceActor,voice actor,0.6694759491966217
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/affiliation,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,affiliation,affiliation,affiliation,affiliation,1,True,0,False,11,1,11,1,True,1.0,False,False,False,5,0,5,resource_only_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/affiliation(s),affiliation(s),0.9778123184353469
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/affiliation(s),property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,affiliation(s),affiliation s,affiliation(s),affiliation s,1,True,0,False,13,2,13,2,True,1.0,True,False,False,0,0,0,unobserved,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/affiliation,affiliation,0.9778123184353469
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/after,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,after,after,After,after,1,True,0,False,5,1,5,1,True,1.0,False,False,False,5,0,5,resource_only_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/writer,writer,0.13836732694619452
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/age,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,age,age,age,age,1,True,0,False,3,1,3,1,True,1.0,False,False,False,5,4,1,mixed_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/imagebg,imageBG,0.2047635723345849
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/alias,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,alias,alias,alias,alias,1,True,0,False,5,1,5,1,True,1.0,False,False,False,5,0,5,resource_only_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/affiliation,affiliation,0.05068217761039269
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/allies,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,allies,allies,allies,allies,1,True,0,False,6,1,6,1,True,1.0,False,False,False,1,1,0,literal_only_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/series,series,0.12774967225881453
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/appearances,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,appearances,appearances,appearances,appearances,1,True,0,False,11,1,11,1,True,1.0,False,False,False,1,0,1,resource_only_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/clearance,clearance,0.42766776470953144
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/artista,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,artista,artista,artista,artista,1,True,0,False,7,1,7,1,True,1.0,False,False,False,2,0,2,resource_only_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/artists,artists,0.630576782431275
mcuwiki_small,MCUWiKi,small,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/artists,property,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/,artists,artists,artists,artists,1,True,0,False,7,1,7,1,True,1.0,False,False,False,5,0,5,resource_only_sample,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/artista,artista,0.630576782431275
