cq_id,cq_normalized,sparql_query,model_id,kg_id,query_cleaning_status,query_normalization_status,execution_status,syntax_ok,satisfiable,deterministic,qualitative_notes
cq_02,What are all the movies (and/or TV shows) available?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>

SELECT DISTINCT ?media
WHERE {
  { ?s ns1:movies ?media . }
  UNION
  { ?s ns1:television ?media . }
}",Gemini,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 - prefix predicate resolution was not done but it is the most nit picky wrong thing to find in the query.
 - KG also has 2 predicates associated with movies and television
 - Full intent coverage with min noise"
cq_02,What are all the movies (and/or TV shows) available?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?media ?label
WHERE {
  VALUES ?mediaType {
    <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/movie>
    <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/tv>
    <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/web_series>
    <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/documentary>
  }
  ?media rdf:type ?mediaType .
  ?media rdfs:label ?label .
}",Gemini,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 - prefix predicate resolution was not done but it is the most nit picky wrong thing to find in the query.
 - KG also has 4 predicates associated with movies and television
 - Full intent coverage with min noise"
cq_04,"What are all the associated species or types (e.g., human, Asgardian, AI) for each of the characters?","PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>

SELECT DISTINCT ?character ?species
WHERE {
  ?character ns1:species ?species .
}",gpt-oss120b,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,FALSE,TRUE, - was unable to determine the right class type and halucinated a predicate which lead is the main problem in the query but overall it was still trying to retrieve right intent elements
cq_04,"What are all the associated species or types (e.g., human, Asgardian, AI) for each of the characters?","PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?character ?characterLabel ?species ?speciesLabel
WHERE {
  ?character ns1:species ?species .
  OPTIONAL { ?character rdfs:label ?characterLabel . }
  OPTIONAL { ?species   rdfs:label ?speciesLabel . }
}
ORDER BY ?characterLabel",gpt-oss120b,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ"
cq_05,"What are all the origin locations (e.g., homeworld, birthplace, base) for each of the characters?","PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>

SELECT DISTINCT ?character ?origin
WHERE {
  { ?character ns1:origin ?origin }
  UNION
  { ?character ns1:placeofbirth ?origin }
  UNION
  { ?character ns1:baseofoperations ?origin }
}
ORDER BY ?character",gpt-oss120b,marveldb_big,exact_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 - prefix predicate resolution was not done but it is the most nit picky wrong thing to find in the query.
 - KG also has 3 predicates associated with origin
 - Full intent coverage with min noise"
cq_05,"What are all the origin locations (e.g., homeworld, birthplace, base) for each of the characters?","PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>

SELECT DISTINCT ?character ?originLocation
WHERE {
  VALUES ?originProp { ns1:homeplanet ns1:birthplace ns1:base }
  ?character ?originProp ?originLocation .
}",gpt-oss120b,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 - but it halicinated birthplace and base predicate"
cq_16,What are all the character-power-movie triples available with respect to characters with specific powers and the movies they appear in?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?character ?power ?movie
WHERE {
  ?character ns1:powers ?power .
  ?character ns1:movies ?movie .
}",Claude,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,FALSE,TRUE, - The query was mostly correct; But the path failure came from the lack of data which follwed that strict path. But follows all intent requirements
cq_16,What are all the character-power-movie triples available with respect to characters with specific powers and the movies they appear in?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?character ?power ?movie
WHERE {
  ?character a <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/character> .
  ?character ?powerProperty ?power .
  ?character ns1:movie ?movie .
  
  FILTER(?powerProperty IN (ns1:alias, ns1:realName) || 
         CONTAINS(STR(?powerProperty), ""power"") || 
         CONTAINS(STR(?powerProperty), ""ability""))
}",Claude,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE, - The query was mostly correct; But the path failure came from interpretting power from alias/real name property. But follows mostly intent requirements
cq_13,What are all the character-movie appearance pairs (which characters appear in which movies) available?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?character ?movie
WHERE {
  ?character ns1:movies ?movie .
}",Claude,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ"
cq_13,What are all the character-movie appearance pairs (which characters appear in which movies) available?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?character ?movie
WHERE {
  ?character ns1:movie ?movie .
}",Claude,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ"
cq_22,What are all the available distinct powers and the set of characters associated with each power?,"PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX dcterms: <http://purl.org/dc/terms/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>
PREFIX ns2: <http://dbkwik.webdatacommons.org/ontology/>
PREFIX ns3: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/%3>
PREFIX ns7: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/alternate232%60>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?power ?powerLabel (GROUP_CONCAT(DISTINCT ?charLabel; separator="", "") AS ?characters)
WHERE {
  {
    # Characters typed with a power-related class (e.g., Superhuman Agility, Superhuman Durability, Healing Factor)
    ?char a ?power .
    ?power rdfs:label ?powerLabel .
    FILTER(CONTAINS(STR(?power), ""/class/""))
    FILTER(CONTAINS(LCASE(STR(?powerLabel)), ""superhuman"") || CONTAINS(LCASE(STR(?powerLabel)), ""healing""))
  }
  UNION
  {
    # Characters categorized under power categories (e.g., Electrokinesis, Flight)
    ?char dcterms:subject ?power .
    ?power rdfs:label ?powerLabel .
    FILTER(CONTAINS(STR(?power), ""/resource/Category:""))
  }
  ?char rdfs:label ?charLabel .
}
GROUP BY ?power ?powerLabel
ORDER BY LCASE(STR(?powerLabel))",GPT5,marveldb_big,exact_query,schema_prefixes_added,EXECUTION_FAILURE,TRUE,FALSE,FALSE," - invalid query path
 - narrowed too much on specific power hardcoded retrival deviating from the intent of the CQ and more narrow."
cq_22,What are all the available distinct powers and the set of characters associated with each power?,,GPT5,mcuwiki_small,non_sparql_output,unchanged,NON_SPARQL_OUTPUT,FALSE,FALSE,FALSE," - Model might have decided to not answer as it could have reasoned that this information doesn�t exist in the query when it does. 
 - Model reasoning behavior issue"
cq_20,"What are all locations that are associated with at least one character appearance (e.g., origin or major setting)?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>

SELECT DISTINCT ?location ?label
WHERE {
  ?char a <http://dbkwik.webdatacommons.org/marvel.wikia.com/class/character> ;
        (ns1:placeofbirth|ns1:baseofoperations) ?location .
  FILTER(isIRI(?location))
  OPTIONAL { ?location rdfs:label ?label . }
}
ORDER BY ?label ?location",GPT5,marveldb_big,exact_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 "
cq_20,"What are all locations that are associated with at least one character appearance (e.g., origin or major setting)?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>

SELECT DISTINCT ?loc ?locLabel WHERE {
  {
    { ?char rdf:type <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/character> }
    UNION
    { ?char ns1:actor ?actor }
    { ?char ns1:citizenship ?loc }
    UNION
    { ?char ns1:homeplanet ?loc }
  }
  UNION
  {
    { ?char rdf:type <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/character> }
    UNION
    { ?char ns1:actor ?actor }
    ?char ?charWorkProp ?work .
    FILTER(?charWorkProp IN (ns1:movie, ns1:tvSeries))
    ?loc rdf:type <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/location> ;
         ?locWorkProp ?work .
    FILTER(?locWorkProp IN (ns1:movie, ns1:tvSeries))
  }
  OPTIONAL { ?loc rdfs:label ?locLabel }
}",GPT5,mcuwiki_small,exact_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 - prefix predicate resolution was not done but it is the most nit picky wrong thing to find in the query.
 - KG also has 2 predicates associated with names
 - Full intent coverage with min noise"
cq_21,What are all the director-actor pairs linked through movies available?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?director ?actor WHERE {
  ?work ns1:creators ?director .
  ?work ns1:featured ?character .
  ?character ns1:movies ?actor_entity .
  ?actor_entity rdfs:label ?actor .
}",Gemini,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,FALSE,TRUE," - invalid query path
 - The alignment deviated in identifying right concept of character from director ot actors"
cq_21,What are all the director-actor pairs linked through movies available?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>

SELECT DISTINCT ?director ?actor
WHERE {
  ?director ns1:directed ?movie .
  ?character ns1:movie ?movie .
  ?character ns1:actor ?actor .
}",Gemini,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 "
cq_15,What are all the character-team-movie triples available where a character is a member of a team and appears in a movie?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>

SELECT ?character ?team ?movie
WHERE {
  ?character ns1:teams ?team .
  ?character ns1:movies ?movie .
}",Gemini,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ"
cq_15,What are all the character-team-movie triples available where a character is a member of a team and appears in a movie?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>
PREFIX class: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/>

SELECT ?character ?team ?movie
WHERE {
    ?character a class:character .
    ?team a class:organization .
    ?movie a class:movie .
    
    ?character ns1:movie ?movie .
    
    { ?team ns1:members ?character . } 
    UNION 
    { ?team ns1:formermembers ?character . } 
    UNION 
    { ?team ns1:leader ?character . }
    UNION 
    { ?team ns1:founder ?character . }
    UNION
    { ?character ns1:team ?team . }
    UNION
    { ?character ns1:affiliation ?team . }
}",Gemini,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 - Query uses maximized query unions for max concept coverage, esp for irregular KGs
 - Full intent coverage with min"
cq_23,What are all the pairs of characters available that have co-appeared in a movie?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>

SELECT ?character1 ?character2 ?movie
WHERE {
  ?character1 ns1:movies ?movie .
  ?character2 ns1:movies ?movie .
  FILTER(?character1 != ?character2) .
  FILTER(STR(?character1) < STR(?character2))
}",gpt-oss120b,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 "
cq_23,What are all the pairs of characters available that have co-appeared in a movie?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?character1 ?character2
WHERE {
  ?movie rdf:type <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/movie> .
  ?movie ns1:character ?character1 .
  ?movie ns1:character ?character2 .
  FILTER(?character1 != ?character2)
  FILTER(STR(?character1) < STR(?character2))   # avoid duplicate unordered pairs
}",gpt-oss120b,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,FALSE,TRUE, - The query was mostly correct; But the path failure came from the lack of data which follwed that strict path. But follows all intent requirements
cq_19,What are all the movies and the set of teams that have at least one member appearing in them?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>

SELECT DISTINCT ?movie ?team
WHERE {
  ?character ns1:movies ?movie .
  ?character ns1:teams ?team .
}",gpt-oss120b,marveldb_big,exact_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ"
cq_19,What are all the movies and the set of teams that have at least one member appearing in them?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>
PREFIX mc:  <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/>

SELECT DISTINCT ?movie ?team
WHERE {
  # a character (or other entity) that appears in a movie
  ?member a mc:character .
  ?member ns1:movie ?movie .

  # the team that this member belongs to (either via the member’s “team” link
  # or via the team’s “members” link)
  { ?member ns1:team ?team . }
  UNION
  { ?team   ns1:members ?member . }

  # ensure the team is an organization (a “team” in the MCU)
  ?team a mc:organization .
}",gpt-oss120b,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 "
cq_25,What are all the movies and their counts for each pair of characters that co-appear in multiple movies?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?char1 ?char2 (COUNT(DISTINCT ?movie) AS ?movieCount) (GROUP_CONCAT(DISTINCT ?movie; separator="", "") AS ?movies)
WHERE {
  ?char1 ns1:movies ?movie .
  ?char2 ns1:movies ?movie .
  FILTER(?char1 != ?char2)
  FILTER(STR(?char1) < STR(?char2))
}
GROUP BY ?char1 ?char2
HAVING (COUNT(DISTINCT ?movie) > 1)
ORDER BY DESC(?movieCount)",Claude,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ
 "
cq_25,What are all the movies and their counts for each pair of characters that co-appear in multiple movies?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?character1 ?character2 (GROUP_CONCAT(DISTINCT ?movie; separator="", "") AS ?movies) (COUNT(DISTINCT ?movie) AS ?movieCount)
WHERE {
  ?character1 ns1:movie ?movie .
  ?character2 ns1:movie ?movie .
  FILTER(?character1 != ?character2)
  FILTER(STR(?character1) < STR(?character2))
}
GROUP BY ?character1 ?character2
HAVING (COUNT(DISTINCT ?movie) > 1)
ORDER BY DESC(?movieCount)",Claude,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTION_FAILURE,TRUE,FALSE,FALSE, - The query was mostly correct; But the path failure came from the lack of data which follwed that strict path. But follows all intent requirements
cq_24,How many movies does each character appear in (character appearance count)?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvel.wikia.com/property/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?character (COUNT(DISTINCT ?movie) AS ?appearanceCount)
WHERE {
  ?character ns1:movies ?movie .
}
GROUP BY ?character
ORDER BY DESC(?appearanceCount)",Claude,marveldb_big,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ"
cq_24,How many movies does each character appear in (character appearance count)?,"PREFIX ns1: <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?character (COUNT(DISTINCT ?movie) AS ?movieCount)
WHERE {
  ?character a <http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/class/character> .
  ?character ns1:movie ?movie .
}
GROUP BY ?character
ORDER BY DESC(?movieCount)",Claude,mcuwiki_small,fenced_query,schema_prefixes_added,EXECUTABLE,TRUE,TRUE,TRUE," - Full alignment
 - right paths, intent and fully answers the CQ"
